Name	Country	Gender	Date of Birth	Time in Space (days)	Time in Space (s)	EVA Time (s)	Number of Launches	Number of EVAs	First Launch	Time dilation (s)	Age at first launch (yr)	Qualifications	Missions	Longest single trip (days)	Total distance covered (km)	EVA (hh:mm)	Type	Filename	In space as of	Twitter
VOLK, Igor Petrovich	URS	Male	1937-04-12	11.80	1019677	0	1	0	1984-07-17T17:40:54Z	0.000368	47		Soyuz T-12	11.80	8208399	00:00	cosmonaut	VOLK_IP.md		
VOLOSHIN, Valeri Abramovich	URS	Male	1942-04-24	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	VOLOSHIN_VA.md		
VOLYNOV, Boris Valentinovich	URS	Male	1934-12-18	52.30	4519069	0	2	0	1969-01-15T07:04:57Z	0.001629	34		Soyuz 5;Soyuz 21	49.27	36378505	00:00	cosmonaut	VOLYNOV_BV.md		
VOROBIYOV, Lev Vasiliyevich	URS	Male	1931-02-24	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	VOROBIYOV_LV.md		
VORONOV, Anatoli Fyodorovich	URS	Male	1930-06-11	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	VORONOV_AF.md		
VOSS, Janice E.	USA	Female	1956-10-08	49.16	4247652	0	5	0	1993-06-21T13:07Z	0.001531	36	BSc in engineering science;MSc in electrical engineering	STS-57;STS-63;STS-83;STS-94;STS-99	15.70	34193598	00:00	astronaut	VOSS_JE.md		
VOSS, James S.	USA	Male	1949-03-03	202.23	17472688	81900	5	4	1991-11-24T23:44Z	0.006299	42	BSc in aerospace engineering;MSc in aerospace engineering sciences	STS-44;STS-53;STS-69;STS-101;STS-102;STS-105	167.28	140655138	22:45	astronaut	VOSS_JS.md		
VOZOVIKOV, Sergei Yuriyevich	URS	Male	1958-04-17	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	VOZOVIKOV_SY.md		
WAKATA, Koichi	JPN	Male	1963-08-01	238.24	20583855	0	5	0	1996-01-11T09:41Z	0.007421	32		STS-72;STS-92;STS-119;STS-127;Soyuz TMA-11M	187.91	165700032	00:00	international	WAKATA_K.md		 Astro_Wakata
WALHEIM, Rex J.	USA	Male	1962-10-10	36.36	3141230	126180	3	5	2002-04-08T20:44:19Z	0.001132	39	BSc in mechanical engineering;MSc in industrial engineering	STS-110;STS-122;STS-135	12.77	25286901	35:03	astronaut	WALHEIM_RJ.md		Astro_Rex
WALKER, Charles D	USA	Male	1948-08-29	19.91	1720579	0	3	0	1984-08-30T12:41:50Z	0.000620	36		STS-41-D;STS-51-D;STS-61-B	7.00	13850660	00:00	astronaut	WALKER_CD.md		
WALKER, David M.	USA	Male	1944-05-20	30.19	2608121	0	4	0	1984-11-08T12:15Z	0.000940	40		STS-51-A;STS-30;STS-53;STS-69	10.85	20995374	00:00	astronaut	WALKER_DM.md		
WALKER, Joseph Albert 'Joe'	USA	Male	1921-02-20	0.02	1352	0	2	0	1963-07-19T18:20:05Z	0.000000	42	BA in physics	X-15 Flight 90;X-15 Flight 91	0.01	10883	00:00	astronaut	WALKER_JA.md		
WALKER, Shannon	USA	Female	1965-06-04	330.57	28561216	0	2	0	2010-06-15T21:35Z	0.010297	45	PhD in space physics	Soyuz TMA-19;SpaceX Crew-1	167.27	229917788	00:00	astronaut	WALKER_S.md		
WALPOT, Heike	DEU	Male	1960-06-19	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	WALPOT_H.md		
WALTER, Ulrich Hans	DEU	Male	1954-02-09	9.99	862860	0	1	0	1993-04-26T14:50Z	0.000311	39		STS-55	9.99	6946023	00:00	international	WALTER_UH.md		
WALZ, Carl E.	USA	Male	1955-09-06	230.55	19919091	68100	4	3	1993-09-12T11:45Z	0.007181	38	BSc in physics	STS-51;STS-65;STS-79;STS-108;STS-111	195.82	160348682	18:55	astronaut	WALZ_CE.md		
WANG, Taylor G.	USA	Male	1940-06-16	7.01	605327	0	1	0	1985-04-29T16:02:18Z	0.000218	44	BSc in physics;MSc in physics	STS-51-B	7.01	4872882	00:00	astronaut	WANG_TG.md		
WANG, Yaping	CHN	Female	1980-01-27	14.60	1261798	0	1	0	2013-06-11T09:38:02Z	0.000455	33		Shenzhou X	14.60	10157473	00:00	taikonaut	WANG_Y.md		
WEBER, Mary E.	USA	Female	1962-08-24	18.77	1621865	0	2	0	1995-07-13T13:41:55Z	0.000585	32	BSc in chemical engineering	STS-70;STS-101	9.84	13056013	00:00	astronaut	WEBER_ME.md		
WEITZ, Paul J.	USA	Male	1932-07-25	33.05	2855612	8160	2	2	1973-05-25T13:00Z	0.001029	40	BSc in aeronautical engineering;MSc in aeronautical engineering	Skylab 2;STS-6	28.03	22987676	02:16	astronaut	WEITZ_PJ.md		
WETHERBEE, James D.	USA	Male	1952-11-27	67.35	5819421	0	6	0	1990-01-09T12:35Z	0.002098	37	BSc in aerospace engineering	STS-32;STS-52;STS-63;STS-86;STS-102;STS-113	14.78	46846339	00:00	astronaut	WETHERBEE_JD.md		
WHEELOCK, Douglas H.	USA	Male	1960-05-05	178.40	15413700	156600	2	6	2007-10-23T15:38:19Z	0.005557	47	MSc in aerospace engineering	STS-120;Soyuz TMA-19	163.30	124080285	43:30	astronaut	WHEELOCK_DH.md		Astro_Wheels
WHITE, Edward H. II	USA	Male	1930-11-14	4.08	352573	1200	1	1	1965-06-03T15:15:59Z	0.000127	34	MSc in aeronautical engineering	Gemini 4	4.08	2838212	00:20	astronaut	WHITE_EHII.md		
WHITSON, Peggy A.	USA	Female	1960-02-09	664.93	57450358	217320	3	10	2002-06-05T21:22:49Z	0.020712	42	PhD in biochemistry	STS-111;STS-113;Soyuz TMA-11;Soyuz MS-03;Soyuz MS-04	288.21	462475381	60:22	astronaut	WHITSON_PA.md		AstroPeggy
WILCUTT, Terrence W.	USA	Male	1949-10-31	41.00	3542679	0	4	0	1994-09-30T11:16:01Z	0.001277	44	BA in mathematics	STS-68;STS-79;STS-89;STS-106	11.24	28518565	00:00	astronaut	WILCUTT_TW.md		
WILLIAMS, Clifford C. Jr.	USA	Male	1932-09-26	0.00	0	0	0	0		0.000000	0	BSc in mechanical engineering		0.00	0	00:00	astronaut	WILLIAMS_CCJ.md		
WILLIAMS, Donald E.	USA	Male	1958-02-13	11.98	1035344	0	2	0	1985-04-12T13:59:05Z	0.000373	27	BSc in mechanical engineering	STS-51-D;STS-34	7.00	8334519	00:00	astronaut	WILLIAMS_DE.md		
WILLIAMS, Dafydd Rhys 'Dave'	CAN	Male	1954-05-16	28.66	2476059	63000	2	3	1998-04-17T18:19Z	0.000893	43		STS-90;STS-118	15.91	19932274	17:30	international	WILLIAMS_DR.md		
WILLIAMS, Jeffrey N.	USA	Male	1958-01-18	534.12	46147875	114900	4	5	2000-05-19T10:11Z	0.016637	42	MSc in aeronautical engineering;MA in national security and strategic studies	STS-101;Soyuz TMA-8;Soyuz TMA-16;Soyuz TMA-20M	182.95	371490393	31:55	astronaut	WILLIAMS_JN.md		Astro_Jeff
WILLIAMS, Sunita L.	USA	Female	1965-09-19	321.72	27796532	182460	2	7	2006-12-10T01:47:35Z	0.010021	41	BSc in physical science;MSc in engineering management	STS-116;STS-117;Soyuz TMA-05M	194.75	223762082	50:41	astronaut	WILLIAMS_SL.md		
WILMORE, Barry E. 'Butch'	USA	Male	1962-12-29	178.04	15382694	92160	2	4	2009-11-16T19:28:09Z	0.005546	46	MSc in electrical engineering	STS-129;Soyuz TMA-14M	167.24	123830686	25:36	astronaut	WILMORE_BE.md		
WILSON, Stephanie D.	USA	Female	1966-09-27	42.99	3714423	0	3	0	2006-07-04T18:37:55Z	0.001339	39	BSc in engineering science;MSc in aerospace engineering	STS-121;STS-120;STS-131	15.12	29901105	00:00	astronaut	WILSON_SD.md		
WISEMAN, G. Reid	USA	Male	1975-11-11	165.33	14284819	46020	1	2	2014-05-28T19:57:41Z	0.005150	38	BSc in computer & systems engineering;MSc in systems engineering	Soyuz TMA-13M	165.33	114992792	12:47	astronaut	WISEMAN_GR.md		astro_reid
WISOFF, Peter J. K.	USA	Male	1958-08-16	44.34	3831086	71580	4	3	1993-06-21T13:07Z	0.001381	34	BSc in physics;PhD in applied physics	STS-57;STS-68;STS-81;STS-92	12.90	30840242	19:53	astronaut	WISOFF_PJK.md		
WOLF, David A.	USA	Male	1956-08-23	157.54	13611684	151020	3	7	1993-10-18T14:53Z	0.004907	37	BSc in electrical engineering;Doctor of Medicine	STS-58;STS-86;STS-89;STS-127	127.84	109574056	41:57	astronaut	WOLF_DA.md		
WOODWARD, Neil W., III	USA	Male	1962-07-26	0.00	0	0	0	0		0.000000	0	BSc in physics from MIT Master of Arts in physics;MA in physics		0.00	0	00:00	astronaut	WOODWARD_NWIII.md		
WOOD, Nigel Richard	GBR	Male	1949-07-21	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	international	WOOD_NR.md		
WORDEN, Alfred M.	USA	Male	1932-02-07	12.30	1062714	2347	1	1	1971-07-26T13:34Z	0.000726	39	BSc in military science	Apollo 15	12.30	760000	00:39	astronaut	WORDEN_AM.md		
WU, Jie	CHN	Male	1963-10-26	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	taikonaut	WU_J.md		
YABLONTSEV, Aleksandr Nikolayevich	URS	Male	1955-04-03	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	YABLONTSEV_AN.md		
YAKOVLEV, Oleg Anatoliyevich	URS	Male	1940-12-31	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	YAKOVLEV_OA.md		
YAMAZAKI, Naoko	JPN	Female	1970-12-27	15.12	1306034	0	1	0	2010-04-05T10:21:22Z	0.000471	39		STS-131	15.12	10513573	00:00	international	YAMAZAKI_N.md		Astro_Naoko
YANG, Liwei	CHN	Male	1965-06-21	0.89	76966	0	1	0	2003-10-15T01:00:03Z	0.000028	38		Shenzhou V	0.89	619576	00:00	taikonaut	YANG_L.md		
YAZDOVSKY, Valeri Aleksandrovich	URS	Male	1930-06-08	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	YAZDOVSKY_VA.md		
YEGOROV, Boris Borisovich	URS	Male	1937-11-26	1.01	87424	0	1	0	1964-10-12T07:30:01Z	0.000032	26		Voskhod 1	1.01	703763	00:00	cosmonaut	YEGOROV_BB.md		
YELISEYEV, Aleksei Stanislavovich	URS	Male	1934-07-13	8.93	771815	1920	3	1	1969-01-15T07:04:57Z	0.000278	34		Soyuz 5;Soyuz 4;Soyuz 8;Soyuz 10	4.95	6213110	00:32	cosmonaut	YELISEYEV_AS.md		
YEMELYANOV, Sergei Aleksandrovich	URS	Male	1951-08-03	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	YEMELYANOV_SA.md		
YERSHOV, Valentin Gavriylovich	URS	Male	1928-01-21	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	YERSHOV_VG.md		
YE, Guangfu	CHN	Male		0.00	0	0	0	0		0.000000	0			0.00	0	00:00	taikonaut	YE_G.md		
YI, Soyeon	KOR	Female	1978-06-02	10.88	940461	0	1	0	2008-04-08T11:16:39Z	0.000339	29		Soyuz TMA-12;Soyuz TMA-11	10.88	7570711	00:00	international	YI_S.md		
YORKINA, Zhanna Dmitriyevna	URS	Male	1939-05-06	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	YORKINA_ZD.md		
YOUNG, John W.	USA	Male	1930-09-24	34.78	3004922	72864	6	3	1965-03-23T14:24Z	0.001615	34	BSc in aeronautical engineering	Gemini 3;Gemini 10;Apollo 10;Apollo 16;STS-1;STS-9	11.08	12439438	20:14	astronaut	YOUNG_JW.md		
YUI, Kimiya	JPN	Male	1970-01-30	141.67	12240565	0	1	0	2015-07-22T21:02:44Z	0.004413	45		Soyuz TMA-17M	141.67	98536548	00:00	international	YUI_K.md		Astro_Kimiya
YURCHIKHIN, Fyodor Nikolayevich	RUS	Male	1959-01-03	671.86	58049008	214020	5	9	2002-10-07T19:45:51Z	0.020927	43		STS-112;Soyuz TMA-10;Soyuz TMA-19;Soyuz TMA-09M;Soyuz MS-04	196.71	467294514	59:27	cosmonaut	YURCHIKHIN_FN.md		
YUYUKOV, Dmitri Andreyevich	URS	Male	1941-02-26	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	YUYUKOV_DA.md		
ZABOLOTSKY, Viktor Vasiliyevich	URS	Male	1946-04-19	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	ZABOLOTSKY_VV.md		
ZAIKIN, Dmitri Alekseyevich	URS	Male	1932-04-29	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	ZAIKIN_DA.md		
ZAKHAROVA, Tamara Sergeyevna	URS	Male	1952-04-22	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	ZAKHAROVA_TS.md		
ZALYOTIN, Sergei Viktorovich	URS	Male	1962-04-21	83.69	7231001	17520	2	1	2000-04-04T05:01:29Z	0.002607	37		Soyuz TM-30;Soyuz TMA-1;Soyuz TM-34	72.82	58209558	04:52	cosmonaut	ZALYOTIN_SV.md		
ZAMKA, George D.	USA	Male	1962-06-29	28.85	2493071	0	2	0	2007-10-23T15:38:19Z	0.000899	45	BSc in mathematics;MSc in engineering management	STS-120;STS-130	15.10	20069221	00:00	astronaut	ZAMKA_GD.md		
ZAYTSEV, Andrei Yevgeniyevich	URS	Male	1957-08-05	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	ZAYTSEV_AY.md		
ZHAI, Zhigang	CHN	Male	1966-11-21	2.52	217676	1320	1	1	2008-09-25T21:10:04Z	0.000078	41		Shenzhou VII	2.52	1752291	00:22	taikonaut	ZHAI_Z.md		
ZHANG, Lu	CHN	Male		0.00	0	0	0	0		0.000000	0			0.00	0	00:00	taikonaut	ZHANG_L.md		
ZHANG, Xiaoguan	CHN	Male	1966-05-01	14.60	1261798	0	1	0	2013-06-11T09:38:02Z	0.000455	47		Shenzhou X	14.60	10157473	00:00	taikonaut	ZHANG_X.md		
ZHAO, Chuandong	CHN	Male		0.00	0	0	0	0		0.000000	0			0.00	0	00:00	taikonaut	ZHAO_C.md		
ZHOLOBOV, Vitali Mikhailovich	URS	Male	1937-06-18	49.27	4256613	0	1	0	1976-07-06T12:08:45Z	0.001535	39		Soyuz 21	49.27	34265734	00:00	cosmonaut	ZHOLOBOV_VM.md		
ZHUKOV, Sergei Aleksandrovich	RUS	Male	1956-09-08	0.00	0	0	0	0		0.000000	0			0.00	0	00:00	cosmonaut	ZHUKOV_SA.md		
ZUDOV, Vyacheslav Dmitriyevich	URS	Male	1942-01-08	2.00	173196	0	1	0	1976-10-14T17:39:18Z	0.000062	34		Soyuz 23	2.00	1394227	00:00	cosmonaut	ZUDOV_VD.md		
