Name	Country	Gender	Date of Birth	Time in Space (days)	Time in Space (s)	EVA Time (s)	Number of Launches	Number of EVAs	First Launch	Time dilation (s)	Age at first launch (yr)	Qualifications	Missions	Longest single trip (days)	Total distance covered (km)	EVA (hh:mm)	Type
VOLKOV, Vladislav Nikolayevich 	URS	Male	1935-11-23	28.71	2480528	0	2	0	1969-10-12T10:44:42Z	0.000894	33		Soyuz 7;Soyuz 7;Soyuz 7;Soyuz 11;Soyuz 11;Soyuz 11;Soyuz 11	23.77	19968250	00:00	
VOLK, Igor Petrovich 	URS	Male	1937-04-12	11.80	1019677	0	1	0	1984-07-17T17:40:54Z	0.000368	47		Soyuz T-12;Soyuz T-12;Soyuz T-12;Soyuz T-12	11.80	8208399	00:00	
VOLOSHIN, Valeri Abramovich 	URS	Male	1942-04-24	0.00	0	0	0	0		0.000000	0		Soyuz T-12	0.00	0	00:00	
VOLYNOV, Boris Valentinovich 	URS	Male	1934-12-18	52.30	4519069	0	2	0	1969-01-15T07:04:57Z	0.001629	34		Soyuz 5;Soyuz 5;Soyuz 5;Soyuz 21;Soyuz 21;Soyuz 21;Soyuz 21	49.27	36378505	00:00	
VOROBIYOV, Lev Vasiliyevich 	URS	Male	1931-02-24	0.00	0	0	0	0		0.000000	0		Soyuz 21	0.00	0	00:00	
VORONOV, Anatoli Fyodorovich 	URS	Male	1930-06-11	0.00	0	0	0	0		0.000000	0		Soyuz 21	0.00	0	00:00	
VOSS, Janice E.	USA	Female	1956-10-08	49.16	4247652	0	5	0	1993-06-21T13:07Z	0.001531	36		STS-57;STS-57;STS-57;STS-63;STS-63;STS-63;STS-83;STS-83;STS-83;STS-94;STS-94;STS-94;STS-99;STS-99;STS-99;STS-99	15.70	34193598	00:00	
VOSS, James S.	USA	Male	1949-03-03	34.95	3019768	81300	7	1	1991-11-24T23:44Z	0.001089	42		STS-44;STS-44;STS-44;STS-53;STS-53;STS-53;STS-69;STS-69;STS-69;STS-101;STS-101;STS-101;Expedition 2 - STS-102 Discovery (up) in 2001 (March) STS-105 Discovery (down);Expedition 2 - STS-102 Discovery (up) in 2001 (March) STS-105 Discovery (down);Expedition 2 - STS-102 Discovery (up) in 2001 (March) STS-105 Discovery (down);STS-102;STS-102;STS-102;STS-105;STS-105;STS-105;STS-105	10.85	24309132	22:35	
VOZOVIKOV, Sergei Yuriyevich 	URS	Male	1958-04-17	0.00	0	0	0	0		0.000000	0		STS-105	0.00	0	00:00	
WAKATA, Koichi	JPN	Male	1963-08-01	238.24	20583855	0	5	0	1996-01-11T09:41Z	0.007421	32		STS-72;STS-72;STS-72;STS-92;STS-92;STS-92;STS-119;STS-119;STS-119;STS-127;STS-127;STS-127;Soyuz TMA-11M;Soyuz TMA-11M;Soyuz TMA-11M;Soyuz TMA-11M	187.91	165700032	00:00	
WALHEIM, Rex J.	USA	Male	1962-10-10	36.36	3141230	130980	3	1	2002-04-08T20:44:19Z	0.001132	39		STS-110;STS-110;STS-110;STS-122;STS-122;STS-122;STS-135;STS-135;STS-135;STS-135	12.77	25286901	36:23	
WALKER, Charles D	USA	Male	1948-08-29	19.91	1720579	0	3	0	1984-08-30T12:41:50Z	0.000620	36		STS-41-D;STS-41-D;STS-41-D;STS-51-D;STS-51-D;STS-51-D;STS-61-B;STS-61-B;STS-61-B;STS-61-B	7.00	13850660	00:00	
WALKER, David M.	USA	Male	1944-05-20	30.19	2608121	0	4	0	1984-11-08T12:15Z	0.000940	40		STS-51-A;STS-51-A;STS-51-A;STS-30;STS-30;STS-30;STS-53;STS-53;STS-53;STS-69;STS-69;STS-69;STS-69	10.85	20995374	00:00	
WALKER, Joseph Albert 'Joe'	USA	Male	1921-02-20	0.00	0	0	2	0		0.000000	0		X-15 Flight 90;X-15 Flight 90;X-15 Flight 90;X-15 Flight 91;X-15 Flight 91;X-15 Flight 91;X-15 Flight 91	0.00	0	00:00	
WALKER, Shannon	USA	Female	1965-06-04	163.30	14109060	0	1	0	2010-06-15T21:35Z	0.005086	45		Soyuz TMA-19;Soyuz TMA-19;Soyuz TMA-19;Soyuz TMA-19	163.30	113577933	00:00	
WALPOT, Heike	DEU	Male	1960-06-19	0.00	0	0	0	0		0.000000	0		Soyuz TMA-19	0.00	0	00:00	
WALTER, Ulrich Hans	DEU	Male	1954-02-09	9.99	862860	0	1	0	1993-04-26T14:50Z	0.000311	39		STS-55;STS-55;STS-55;STS-55	9.99	6946023	00:00	
WALZ, Carl E.	USA	Male	1955-09-06	34.73	3000333	68100	6	1	1993-09-12T11:45Z	0.001082	38		STS-51;STS-51;STS-51;STS-65;STS-65;STS-65;STS-79;STS-79;STS-79;Expedition 4: STS-108 Endeavour (up) and STS-111 Endeavour (down);Expedition 4: STS-108 Endeavour (up) and STS-111 Endeavour (down);Expedition 4: STS-108 Endeavour (up) and STS-111 Endeavour (down);STS-108;STS-108;STS-108;STS-111;STS-111;STS-111;STS-111	14.75	24152680	18:55	
WANG, Taylor G.	USA	Male	1940-06-16	7.01	605327	0	1	0	1985-04-29T16:02:18Z	0.000218	44		STS-51-B;STS-51-B;STS-51-B;STS-51-B	7.01	4872882	00:00	
WANG, Yaping	CHN	Female	1980-01-27	14.60	1261798	0	1	0	2013-06-11T09:38:02Z	0.000455	33		Shenzhou X;Shenzhou X;Shenzhou X;Shenzhou X	14.60	10157473	00:00	
WEBER, Mary E.	USA	Female	1962-08-24	18.77	1621865	0	2	0	1995-07-13T13:41:55Z	0.000585	32		STS-70;STS-70;STS-70;STS-101;STS-101;STS-101;STS-101	9.84	13056013	00:00	
WEITZ, Paul J.	USA	Male	1932-07-25	33.05	2855612	7860	2	1	1973-05-25T13:00Z	0.001029	40		Skylab 2;Skylab 2;Skylab 2;STS-6;STS-6;STS-6;STS-6	28.03	22987676	02:11	
WETHERBEE, James D.	USA	Male	1952-11-27	67.35	5819421	0	6	0	1990-01-09T12:35Z	0.002098	37		STS-32;STS-32;STS-32;STS-52;STS-52;STS-52;STS-63;STS-63;STS-63;STS-86;STS-86;STS-86;STS-102;STS-102;STS-102;STS-113;STS-113;STS-113;STS-113	14.78	46846339	00:00	
WHEELOCK, Douglas H.	USA	Male	1960-05-05	178.40	15413700	156600	2	1	2007-10-23T15:38:19Z	0.005557	47		STS-120;STS-120;STS-120;Soyuz TMA-19;Soyuz TMA-19;Soyuz TMA-19;Soyuz TMA-19	163.30	124080285	43:30	
WHITE, Edward H. II	USA	Male	1930-11-14	4.08	352573	2160	1	1	1965-06-03T15:15:59Z	0.000127	34		Gemini 4;Gemini 4;Gemini 4;Gemini 4	4.08	2838212	00:36	
WHITSON, Peggy A.	USA	Female	1960-02-09	191.80	16571301	143160	5	6	2002-06-05T21:22:49Z	0.005974	42		Expedition 5: STS-111 Endeavour (up) & STS-113 Endeavour (down);Expedition 5: STS-111 Endeavour (up) & STS-113 Endeavour (down);Expedition 5: STS-111 Endeavour (up) & STS-113 Endeavour (down);STS-111;STS-111;STS-111;STS-113;STS-113;STS-113;Expedition 16 on Soyuz;Expedition 16 on Soyuz;Expedition 16 on Soyuz;Soyuz TMA-11;Soyuz TMA-11;Soyuz TMA-11;Soyuz TMA-11	191.80	133398973	39:46	
WILCUTT, Terrence W.	USA	Male	1949-10-31	41.00	3542679	0	4	0	1994-09-30T11:16:01Z	0.001277	44		STS-68;STS-68;STS-68;STS-79;STS-79;STS-79;STS-89;STS-89;STS-89;STS-106;STS-106;STS-106;STS-106	11.24	28518565	00:00	
WILLIAMS, Clifford C. Jr.	USA	Male	1932-09-26	0.00	0	0	0	0		0.000000	0		STS-106	0.00	0	00:00	
WILLIAMS, Donald E.	USA	Male	1958-02-13	11.98	1035344	0	2	0	1985-04-12T13:59:05Z	0.000373	27		STS-51-D;STS-51-D;STS-51-D;STS-34;STS-34;STS-34;STS-34	7.00	8334519	00:00	
WILLIAMS, Dafydd Rhys 'Dave'	CAN	Male	1954-05-16	28.66	2476059	64020	2	3	1998-04-17T18:19Z	0.000893	43		STS-90;STS-90;STS-90;STS-118;STS-118;STS-118;STS-118	15.91	19932274	17:47	
WILLIAMS, Jeffrey N.	USA	Male	1958-01-18	361.96	31273455	68940	3	1	2000-05-19T10:11Z	0.011274	42		STS-101;STS-101;STS-101;Soyuz TMA-8;Soyuz TMA-8;Soyuz TMA-8;Soyuz TMA-16;Soyuz TMA-16;Soyuz TMA-16;Soyuz TMA-16	182.95	251751312	19:09	
WILLIAMS, Sunita L.	USA	Female	1965-09-19	0.00	0	182400	4	1	2006-12-10T01:47:35Z	0.000000	41		Expedition 14/15: STS-116 Discovery(up) & STS-117 Atlantis(down);Expedition 14/15: STS-116 Discovery(up) & STS-117 Atlantis(down);Expedition 14/15: STS-116 Discovery(up) & STS-117 Atlantis(down);STS-116;STS-116;STS-116;STS-117;STS-117;STS-117;Expedition 32/33 on Soyuz;Expedition 32/33 on Soyuz;Expedition 32/33 on Soyuz;Expedition 32/33 on Soyuz	0.00	0	50:40	
WILMORE, Barry E. 'Butch'	USA	Male	1962-12-29	107.95	9327073	23640	2	1	2009-11-16T19:28:09Z	0.003363	46		STS-129;STS-129;STS-129;Soyuz TMA-14M;Soyuz TMA-14M;Soyuz TMA-14M;Soyuz TMA-14M	97.15	75082937	06:34	
WILSON, Stephanie D.	USA	Female	1966-09-27	42.99	3714423	0	3	0	2006-07-04T18:37:55Z	0.001339	39		STS-121;STS-121;STS-121;STS-120;STS-120;STS-120;STS-131;STS-131;STS-131;STS-131	15.12	29901105	00:00	
WISEMAN, G. Reid	USA	Male	1975-11-11	165.33	14284819	46020	1	2	2014-05-28T19:57:41Z	0.005150	38		Soyuz TMA-13M;Soyuz TMA-13M;Soyuz TMA-13M;Soyuz TMA-13M	165.33	114992792	12:47	
WISOFF, Peter J. K.	USA	Male	1958-08-16	44.34	3831086	71580	4	1	1993-06-21T13:07Z	0.001381	34		STS-57;STS-57;STS-57;STS-68;STS-68;STS-68;STS-81;STS-81;STS-81;STS-92;STS-92;STS-92;STS-92	12.90	30840242	19:53	
WOLF, David A.	USA	Male	1956-08-23	29.71	2566723	147900	5	1	1993-10-18T14:53Z	0.000925	37		STS-58;STS-58;STS-58;Mir: STS-86 (up) and STS-89 (down);Mir: STS-86 (up) and STS-89 (down);Mir: STS-86 (up) and STS-89 (down);STS-86;STS-86;STS-86;STS-89;STS-89;STS-89;STS-127;STS-127;STS-127;STS-127	15.70	20662120	41:05	
WOODWARD, Neil W., III	USA	Male	1962-07-26	0.00	0	0	0	0		0.000000	0		STS-127	0.00	0	00:00	
WOOD, Nigel Richard	GBR	Male	1949-07-21	0.00	0	0	0	0		0.000000	0		STS-127	0.00	0	00:00	
WORDEN, Alfred M.	USA	Male	1932-02-07	12.30	1062714	2280	1	1	1971-07-26T13:34Z	0.000726	39		Apollo 15;Apollo 15;Apollo 15;Apollo 15	12.30	760000	00:38	
WU, Jie	CHN	Male	1963-10-26	0.00	0	0	0	0		0.000000	0		Apollo 15	0.00	0	00:00	
YABLONTSEV, Aleksandr Nikolayevich 	URS	Male	1955-04-03	0.00	0	0	0	0		0.000000	0		Apollo 15	0.00	0	00:00	
YAKOVLEV, Oleg Anatoliyevich 	URS	Male	1940-12-31	0.00	0	0	0	0		0.000000	0		Apollo 15	0.00	0	00:00	
YAMAZAKI, Naoko	JPN	Female	1970-12-27	15.12	1306034	0	1	0	2010-04-05T10:21:22Z	0.000471	39		STS-131;STS-131;STS-131;STS-131	15.12	10513573	00:00	
YANG, Liwei	CHN	Male	1965-06-21	0.89	76966	0	1	0	2003-10-15T01:00:03Z	0.000028	38		Shenzhou V;Shenzhou V;Shenzhou V;Shenzhou V	0.89	619576	00:00	
YAZDOVSKY, Valeri Aleksandrovich 	URS	Male	1930-06-08	0.00	0	0	0	0		0.000000	0		Shenzhou V	0.00	0	00:00	
YEGOROV, Boris Borisovich 	URS	Male	1937-11-26	1.01	87424	0	1	0	1964-10-12T07:30:01Z	0.000032	26		Voskhod 1;Voskhod 1;Voskhod 1;Voskhod 1	1.01	703763	00:00	
YELISEYEV, Aleksei Stanislavovich 	URS	Male	1934-07-13	6.94	599864	2220	4	1	1969-01-15T07:04:57Z	0.000216	34		Soyuz 5;Soyuz 5;Soyuz 5;Soyuz 4;Soyuz 4;Soyuz 4;Soyuz 8;Soyuz 8;Soyuz 8;Soyuz 10;Soyuz 10;Soyuz 10;Soyuz 10	4.95	4828905	00:37	
YEMELYANOV, Sergei Aleksandrovich 	URS	Male	1951-08-03	0.00	0	0	0	0		0.000000	0		Soyuz 10	0.00	0	00:00	
YERSHOV, Valentin Gavriylovich 	URS	Male	1928-01-21	0.00	0	0	0	0		0.000000	0		Soyuz 10	0.00	0	00:00	
YE, Guangfu	CHN	Male		0.00	0	0	0	0		0.000000	0		Soyuz 10	0.00	0	00:00	
YI, Soyeon	KOR	Female	1978-06-02	0.00	0	0	2	0	2008-04-08T11:16:39Z	0.000000	29		Soyuz TMA-12;Soyuz TMA-12;Soyuz TMA-12;Soyuz TMA-11;Soyuz TMA-11;Soyuz TMA-11;Soyuz TMA-11	0.00	0	00:00	
YORKINA, Zhanna Dmitriyevna 	URS	Male	1939-05-06	0.00	0	0	0	0		0.000000	0		Soyuz TMA-11	0.00	0	00:00	
YOUNG, John W.	USA	Male	1930-09-24	34.78	3004922	72900	6	1	1965-03-23T14:24Z	0.001615	34		Gemini 3;Gemini 3;Gemini 3;Gemini 10;Gemini 10;Gemini 10;Apollo 10;Apollo 10;Apollo 10;Apollo 16;Apollo 16;Apollo 16;STS-1;STS-1;STS-1;STS-9;STS-9;STS-9;STS-9	11.08	12439438	20:15	
YUI, Kimiya	JPN	Male	1970	0.00	0	0	0	0		0.000000	0		STS-9	0.00	0	00:00	
YURCHIKHIN, Fyodor Nikolayevich 	RUS	Male	1959-01-03	537.11	46406112	163140	4	7	2002-10-07T19:45:51Z	0.016730	43		STS-112;STS-112;STS-112;Soyuz TMA-10;Soyuz TMA-10;Soyuz TMA-10;Soyuz TMA-19;Soyuz TMA-19;Soyuz TMA-19;Soyuz TMA-09M;Soyuz TMA-09M;Soyuz TMA-09M;Soyuz TMA-09M	196.71	373569201	45:19	
YUYUKOV, Dmitri Andreyevich 	URS	Male	1941-02-26	0.00	0	0	0	0		0.000000	0		Soyuz TMA-09M	0.00	0	00:00	
ZABOLOTSKY, Viktor Vasiliyevich 	URS	Male	1946-04-19	0.00	0	0	0	0		0.000000	0		Soyuz TMA-09M	0.00	0	00:00	
ZAIKIN, Dmitri Alekseyevich 	URS	Male	1932-04-29	0.00	0	0	0	0		0.000000	0		Soyuz TMA-09M	0.00	0	00:00	
ZAKHAROVA, Tamara Sergeyevna 	URS	Male	1952-04-22	0.00	0	0	0	0		0.000000	0		Soyuz TMA-09M	0.00	0	00:00	
ZALYOTIN, Sergei Viktorovich 	URS	Male	1962-04-21	72.82	6291811	17520	3	1	2000-04-04T05:01:29Z	0.002268	37		Soyuz TM-30;Soyuz TM-30;Soyuz TM-30;Soyuz TMA-1;Soyuz TMA-1;Soyuz TMA-1;Soyuz TM-34;Soyuz TM-34;Soyuz TM-34;Soyuz TM-34	72.82	50649078	04:52	
ZAMKA, George D.	USA	Male	1962-06-29	28.85	2493071	0	2	0	2007-10-23T15:38:19Z	0.000899	45		STS-120;STS-120;STS-120;STS-130;STS-130;STS-130;STS-130	15.10	20069221	00:00	
ZAYTSEV, Andrei Yevgeniyevich 	URS	Male	1957-08-05	0.00	0	0	0	0		0.000000	0		STS-130	0.00	0	00:00	
ZHAI, Zhigang	CHN	Male	1966-11-21	2.52	217676	1320	1	1	2008-09-25T21:10:04Z	0.000078	41		Shenzhou VII;Shenzhou VII;Shenzhou VII;Shenzhou VII	2.52	1752291	00:22	
ZHANG, Lu	CHN	Male		0.00	0	0	0	0		0.000000	0		Shenzhou VII	0.00	0	00:00	
ZHANG, Xiaoguan	CHN	Male		14.60	1261798	0	1	0	2013-06-11T09:38:02Z	0.000455	0		Shenzhou X;Shenzhou X;Shenzhou X;Shenzhou X	14.60	10157473	00:00	
ZHAO, Chuandong	CHN	Male		0.00	0	0	0	0		0.000000	0		Shenzhou X	0.00	0	00:00	
ZHOLOBOV, Vitali Mikhailovich 	URS	Male	1937-06-18	49.27	4256613	0	1	0	1976-07-06T12:08:45Z	0.001535	39		Soyuz 21;Soyuz 21;Soyuz 21;Soyuz 21	49.27	34265734	00:00	
ZHUKOV, Sergei Aleksandrovich	RUS	Male	1956-09-08	0.00	0	0	0	0		0.000000	0		Soyuz 21	0.00	0	00:00	
ZUDOV, Vyacheslav Dmitriyevich 	URS	Male	1942-01-08	2.00	173196	0	1	0	1976-10-14T17:39:18Z	0.000062	34		Soyuz 23;Soyuz 23;Soyuz 23;Soyuz 23	2.00	1394227	00:00	
