Asteroid name,Reason for name,Category
(6505) Muzzio,"Juan Carlos Muzzio (b. 1946) is currently the director of the La Plata Institute of Astrophysics.  His main field of research is stellar dynamics, an area to which he has contributed over 100 refereed papers.",""
(4413) Mycerinos,"",""
(24148) Mychajliw,"Alexis Marie Mychajliw (b. 1991) is a finalist in the 2008 Intel Scien ce Talent Search (STS), a science competition for high school seniors, for her zoology project.  She attends the Paul D. Schreiber High School, Port Washington, New York.","education:person;"
(31037) Mydon,"Mydon, a Paeonian charioteer fighting for the Trojans, was killed by Achilles near the Skamander river.",""
(21456) Myers,"Robert Myers mentored a finalist in the 2005 Intel Science Talent Search, a science competition for high school seniors.  He teaches at the Manzano High School, Albuquerque, New Mexico.","education:person;"
(22173) Myersdavis,"Myers Abraham Davis (b. 1988) is a finalist in the 2006 Intel Science Talent Search (STS), a science competition for high school seniors, for his computer science project.  He attends the Baltimore Polytechnic Institute, Baltimore, Maryland.","education:person;"
(274843) Mykhailopetrenko,"Mykhailo Mykolayovych Petrenko (1817-1862) was a Ukrainian poet.  After his death some of his poems were set to music and subsequently became very popular songs.",""
(25112) Mymeshkovych,"Maryna Yuriivna Meshkovych (b. 1991) was awarded second place in the 2008 Intel International Science and Engineering Fair for her chemistry team project.  She attends the Chemical Ecological Liceum, Dnipropetrovsk, Ukraine.","education:person;"
(14449) Myogizinzya,"Myogizinzya is a historic Shinto shrine built in 537 on the main peak of Myogi Mountain in Gunma prefecture, located in the center of the Japanese archipelago.  Shinto is the indigenous religion of Japan and Myogizinzya is a national and prefectural important cultural site.",""
(6462) Myougi,"Also one of the Three Jomo Mountains, Mt. Myougi, 1104 m above sea level and created by volcanic activity, is located at the southwestern part of Gunma prefecture.",""
(33799) Myra,"Myra J. Halpin (b. 1946) was a finalist in both NASA's Teacher in Space (1985) and Educator Astronaut Teacher (2004) competitions. She has taught science at the high school and college level since 1969 and in July 2005 was appointed Dean of Sciences at North Carolina School of Science and Mathematics.",""
(27289) Myrahalpin,"Myra Halpin mentored a finalist in the 2011 Intel Science Talent Search (STS), a science competition for high-school seniors.  She teaches at the North Carolina School Of Science And Mathematics, Durham, North Carolina, U.S.A.","education:person;"
(179764) Myriamsarah,"Myriam Ory (b. 1998) and Sarah Ory (b. 2000) are daughters of the discoverer.",""
(10000) Myriostos,"",""
(4752) Myron,"",""
(7835) Myroncope,"Sports journalist Myron Cope (1929-2008) was broadcaster for the Pittsburgh Steelers American football team, creator of "The Terrible Towel" and organizer of charities addressing autism.  He was the first professional-football announcer elected to the National Radio Hall of Fame. The name was suggested by E. E. Mamajek.",""
(381) Myrrha,"",""
(9203) Myrtus,"Named for Myrtaceae, the myrtle family of aromatic trees and shrubs, with more than 100 genera and nearly 4000 species.  This family is typical of the Southern Hemisphere, where the Eucalyptus genus is prevalent.  Myrtus communis (common myrtle) is a species native to the Mediterranean and is cultivated as far north as England.",""
(29490) Myslbek,"Czech sculptor Josef V&aacute;clav Myslbek (1848-1922) was a representative of realism.  His best work is the equestrian statue of St. Wenceslas (V&aacute;clav), patron saint of the Czech nation, located at the top of Wenceslas Square in Prague.",""
(53159) Myslivecek,"Josef Myslive&#269;ek (1737-1781) was a Czech composer from the period of early classicism. He worked in Italy (Il divino Boemo) beginning in 1763. He composed orchestral works, oratorios and operas.",""
(8210) NANTEN,"NANTEN, a 4-meter telescope for millimeter and submillimeter wavelengths, is operated by Nagoya University.  It was installed in 1991 on its campus and in 1996 was moved to the Chilean Andes to make a large-scale survey of molecular clouds in the southern part of the Galaxy and the Magellanic clouds.",""
(100483) NAOJ,"NAOJ is the acronym for the National Astronomical Observatory of Japan, which was established in 1988 as the interuniversity institute for astronomy. This minor planet, commemorating the twentieth anniversary of NAOJ, was discovered with a 0.5-m telescope located on the Mitaka campus of NAOJ.",""
(11365) NASA,"NASA is an acronym for the National Aeronautics and Space Administration. This U.S. agency, formed in 1958 to explore space, led to the first manned moon landing in 1969, arguably mankind's greatest achievement.",""
(64070) NEAT,"The Near Earth Asteroid Tracking program, a joint-venture of the U.S. Air Force and the Jet Propulsion Laboratory, began operations in Dec. 1995.  The program currently utilizes 1.2-m telescopes with NEAT CCD cameras at two observing locations, Palomar Mountain and the Maui Space Surveillance Site.",""
(2857) NOT,"",""
(1758) Naantali,"Named for an idyllic small town near Turku, founded in the early fifteenth century around a convent and monastery. The summer residence of the Finnish president is located there.",""
(4552) Nabelek,"",""
(7232) Nabokov,"Vladimir Vladimirovich Nabokov (1899-1977) was a Russian-American novelist, poet and critic.  His best works, including Lolita (1955), feature stylish, intricate literary effects.  The name was suggested by J. Ticha.",""
(11370) Nabrown,"Nachelle Diane Brown (b. 1985) is a finalist in the 2002 Intel International Science and Engineering Fair for her engineering project. She attends the Red Mountain High School, Mesa, Arizona, U.S.A.","education:person;"
(20288) Nachbaur,"Moriah Katherine Nachbaur (b. 1986) is a finalist in the 2004 Intel Science Talent Search, a science competition for high school seniors, for her botany project.  She attends the Crystal Springs Uplands School, Hillsborough, California.","education:person;"
(34611) Nacogdoches,"Nacogdoches is the site of an Indian settlement, named for the Nacogdoche Indians.",""
(4106) Nada,"",""
(2394) Nadeev,"",""
(2071) Nadezhda,"Named in memory of Nadezhda Konstantinovna Krupskaya (1869-1939), one of the creators of the Soviet public education system, wife of V. I. Lenin.",""
(5089) Nadherna,"Named in memory of Sidonie N&aacute;dhern&aacute; (1885-1950), baroness of Borut&iacute;n and author of The Chronicle of Vrchotovy Janovice.  She created a splendid park around her ch&acirc;teau of Vrchotovy Janovice in central Bohemia and became widely known as a friend of German poet Rainer Maria Rilke and Austrian writer Karl Kraus.  She died a resident of Great Britain. Name suggested by J. Ticha.",""
(12762) Nadiavittor,"Nadia Vittor (1949-1989), a woman of great kindness, was the aunt of Alberto Toso, one of the discoverers.",""
(1906) Naef,"",""
(21571) Naegeli,"Kaleb Markus Naegeli (b. 1987) was awarded first place in the 2006 Intel International Science and Engineering Fair for his medicine and health project.  He attends the Northwestern High School, Kokomo, Indiana, U.S.A.","education:person;"
(845) Naema,"",""
(2935) Naerum,"",""
(20337) Naeve,"Larry Naeve mentored a finalist in the 2004 Intel Science Talent Search, a science competition for high school seniors. He teaches at the La Canada High School, La Canada, California.","education:person;"
(19433) Naftz,"Douglas Calvin Naftz (b. 1986) was awarded fourth place in the 2003 Intel International Science and Engineering Fair for his environmental science project.  He attends the Park City High School, Park City, Utah, U.S.A.","education:person;"
(6655) Nagahama,"Birthplace of the discoverer, the city of Nagahama is in the northeastern part of Shiga prefecture, in the vicinity of Lake Biwa.  The city occupies an area of approximately 45 square kilometers and is home to about 59~000 people.",""
(33553) Nagai,"Nagai is a city in Yamagata prefecture.  A 1.8-kg meteorite fell nearby on 1922 May 30.",""
(13787) Nagaishi,"Nagaishi city, situated in the southern part of Yamagata prefecture, has a population of 30~000 and is famous for its White azalea Park and Iris Park.",""
(16587) Nagamori,"Kyouji Nagamori (b. 1932) was involved in the calculation of planetary ephemerides in the Japan Hydrographic Department for some 30 years.  After his retirement, he joined the nautical information center that provides tide tables and other astronomical data.",""
(23638) Nagano,"Nagano Prefecture lies in the center of Honshu Island, Japan. It shares borders with eight prefectures, the most in Japan. In 1998 the 18th Winter Olympic Games were held there.",""
(15350) Naganuma,"Naganuma, Hokkaido, has for many years promoted the arts at the "Artists Atelier Village", with more than 20 workshops.  The  Naganuma Library has sponsored an exhibition of cloisonne works by N. Iizawa  to commemorate the 250th anniversary of the birth of Caroline Herschel.   The name was suggested by S. Kimura.",""
(16555) Nagaomasami,"Masami Nagao (1966-1984) was a Japanese amateur astronomer who died in a traffic accident.  His parents, friends of one of the discoverers, constructed an astronomical observatory and donated its equipment to a company active in the popularization of astronomy.","science:person;"
